"","X","combination","speciesID","rep","temp","NBE","AUC.RR_exp","AUC.RR_obs","N"
"207",207,"ADRT","Asterio",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"208",208,"ADGR","Asterio",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"209",209,"AGRT","Asterio",1,"IncreaseFluctuation",-0.443278154177581,0.174325872640399,-0.268952281537182,4
"210",210,"ADGT","Asterio",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"211",211,"ADRT","Asterio",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"212",212,"ADGR","Asterio",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"213",213,"AGRT","Asterio",3,"IncreaseFluctuation",0.791129367210311,-2.29710435404623,-1.50597498683592,4
"214",214,"ADGT","Asterio",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"215",215,"ADGRT","Asterio",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"216",216,"ADRT","Asterio",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"217",217,"ADGRT","Asterio",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"218",218,"ADGT","Asterio",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"219",219,"ADGR","Asterio",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"220",220,"AGRT","Asterio",2,"Increase",0.138598222487068,0.322634695499122,0.46123291798619,4
"221",221,"ADRT","Asterio",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"222",222,"AGRT","Asterio",3,"Increase",-1.99121227499651,1.23703550051137,-0.754176774485136,4
"223",223,"ADGRT","Asterio",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"224",224,"ADGT","Asterio",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"225",225,"ADGR","Asterio",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"226",226,"ADGR","DityCux",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"227",227,"ADGRT","DityCux",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"228",228,"ADGT","DityCux",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"229",229,"DGRT","DityCux",3,"IncreaseFluctuation",-0.255327304606366,-2.38073971991866,-2.63606702452502,4
"230",230,"ADRT","DityCux",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"231",231,"ADRT","DityCux",3,"Fluctuation",-2.06541360741466,-0.329020756925697,-2.39443436434036,4
"232",232,"ADGRT","DityCux",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"233",233,"ADGT","DityCux",3,"Fluctuation",0.171972763364883,-1.59961748621002,-1.42764472284514,4
"234",234,"DGRT","DityCux",3,"Fluctuation",0.0204154950107767,-0.200102559258912,-0.179687064248135,4
"235",235,"ADGR","DityCux",3,"Fluctuation",0.615496085139788,-0.766464496672944,-0.150968411533156,4
"236",236,"ADGT","DityCux",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"237",237,"DGRT","DityCux",1,"IncreaseFluctuation",-1.03446898419712,0.260857626363826,-0.773611357833296,4
"238",238,"ADRT","DityCux",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"239",239,"ADGRT","DityCux",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"240",240,"ADGR","DityCux",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"241",241,"ADRT","DityCux",2,"IncreaseFluctuation",-1.39937960130793,-0.0436218432387515,-1.44300144454668,4
"242",242,"ADGT","DityCux",2,"IncreaseFluctuation",3.271141798603,-2.33781174643359,0.933330052169404,4
"243",243,"ADGR","DityCux",2,"IncreaseFluctuation",-0.0519221373534823,0.47593214338409,0.424010006030607,4
"244",244,"DGRT","DityCux",2,"IncreaseFluctuation",-0.000873869657815496,-0.140697191545257,-0.141571061203072,4
"245",245,"ADGRT","DityCux",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"246",246,"ADGT","DityCux",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"247",247,"DGRT","DityCux",2,"Increase",1.69399544406353,0.242393923047244,1.93638936711077,4
"248",248,"ADRT","DityCux",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"249",249,"ADGRT","DityCux",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"250",250,"ADGR","DityCux",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"251",251,"DGRT","DityCux",1,"Increase",1.1718518252996,-0.266451871164038,0.905399954135566,4
"252",252,"ADRT","DityCux",1,"Increase",-2.0179769661327,-0.25764424388772,-2.27562121002042,4
"253",253,"ADGT","DityCux",1,"Increase",0.36594433241183,-1.59853366642304,-1.23258933401121,4
"254",254,"ADGR","DityCux",1,"Increase",-0.0891896232777254,-0.254579842792047,-0.343769466069773,4
"255",255,"ADGRT","DityCux",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"256",256,"ADRT","DityCux",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"257",257,"ADGT","DityCux",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"258",258,"DGRT","DityCux",3,"Increase",-2.35040766025994,1.2977742291817,-1.05263343107823,4
"259",259,"ADGRT","DityCux",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"260",260,"ADGR","DityCux",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"261",261,"DGRT","DityCux",2,"Fluctuation",-0.830539827264322,0.601718974560621,-0.228820852703701,4
"262",262,"ADGRT","DityCux",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"263",263,"ADGT","DityCux",2,"Fluctuation",2.99914125889857,-2.44235395112558,0.556787307772989,4
"264",264,"ADGR","DityCux",2,"Fluctuation",0.828954869302284,-0.73588881992689,0.0930660493753941,4
"265",265,"ADRT","DityCux",2,"Fluctuation",0.111207318524214,0.943825314852674,1.05503263337689,4
"266",266,"ADRT","DityCux",1,"Fluctuation",-2.79417027085692,0.350121580416062,-2.44404869044086,4
"267",267,"ADGT","DityCux",1,"Fluctuation",1.88830712160347,-1.6294483340773,0.258858787526169,4
"268",268,"ADGR","DityCux",1,"Fluctuation",-1.06809098604864,0.400013824696547,-0.668077161352096,4
"269",269,"DGRT","DityCux",1,"Fluctuation",-0.277474847358284,0.415888324917361,0.138413477559078,4
"270",270,"ADGRT","DityCux",1,"Fluctuation",-0.318621844024881,0.0130082370581062,-0.305613606966775,5
"271",271,"DGRT","Guido",1,"IncreaseFluctuation",-1.03446898419712,0.260857626363826,-0.773611357833296,4
"272",272,"ADGT","Guido",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"273",273,"ADGRT","Guido",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"274",274,"AGRT","Guido",1,"IncreaseFluctuation",-0.443278154177581,0.174325872640399,-0.268952281537182,4
"275",275,"ADGR","Guido",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"276",276,"ADGT","Guido",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"277",277,"ADGRT","Guido",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"278",278,"AGRT","Guido",3,"IncreaseFluctuation",0.791129367210311,-2.29710435404623,-1.50597498683592,4
"279",279,"ADGR","Guido",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"280",280,"DGRT","Guido",3,"IncreaseFluctuation",-0.255327304606366,-2.38073971991866,-2.63606702452502,4
"281",281,"AGRT","Guido",1,"Fluctuation",-0.138749857273719,0.383078827759746,0.244328970486027,4
"282",282,"ADGT","Guido",1,"Fluctuation",1.88830712160347,-1.6294483340773,0.258858787526169,4
"283",283,"ADGR","Guido",1,"Fluctuation",-1.06809098604864,0.400013824696547,-0.668077161352096,4
"284",284,"ADGRT","Guido",1,"Fluctuation",-0.318621844024881,0.0130082370581062,-0.305613606966775,5
"285",285,"DGRT","Guido",1,"Fluctuation",-0.277474847358284,0.415888324917361,0.138413477559078,4
"286",286,"ADGRT","Guido",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"287",287,"DGRT","Guido",1,"Increase",1.1718518252996,-0.266451871164038,0.905399954135566,4
"288",288,"ADGR","Guido",1,"Increase",-0.0891896232777254,-0.254579842792047,-0.343769466069773,4
"289",289,"AGRT","Guido",1,"Increase",0.0314405237826356,-0.311029891636279,-0.279589367853643,4
"290",290,"ADGT","Guido",1,"Increase",0.36594433241183,-1.59853366642304,-1.23258933401121,4
"291",291,"DGRT","Guido",2,"Increase",1.69399544406353,0.242393923047244,1.93638936711077,4
"292",292,"ADGT","Guido",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"293",293,"ADGRT","Guido",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"294",294,"ADGR","Guido",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"295",295,"AGRT","Guido",2,"Increase",0.138598222487068,0.322634695499122,0.46123291798619,4
"296",296,"ADGRT","Guido",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"297",297,"DGRT","Guido",3,"Fluctuation",0.0204154950107767,-0.200102559258912,-0.179687064248135,4
"298",298,"ADGR","Guido",3,"Fluctuation",0.615496085139788,-0.766464496672944,-0.150968411533156,4
"299",299,"AGRT","Guido",3,"Fluctuation",1.06146419571258,-0.26349402575999,0.797970169952592,4
"300",300,"ADGT","Guido",3,"Fluctuation",0.171972763364883,-1.59961748621002,-1.42764472284514,4
"301",301,"ADGT","Guido",2,"IncreaseFluctuation",3.271141798603,-2.33781174643359,0.933330052169404,4
"302",302,"ADGR","Guido",2,"IncreaseFluctuation",-0.0519221373534823,0.47593214338409,0.424010006030607,4
"303",303,"ADGRT","Guido",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"304",304,"DGRT","Guido",2,"IncreaseFluctuation",-0.000873869657815496,-0.140697191545257,-0.141571061203072,4
"305",305,"AGRT","Guido",2,"IncreaseFluctuation",-0.350029738878137,-0.0494540591266208,-0.399483798004758,4
"306",306,"ADGT","Guido",2,"Fluctuation",2.99914125889857,-2.44235395112558,0.556787307772989,4
"307",307,"AGRT","Guido",2,"Fluctuation",0.340666803384498,0.646191214867647,0.986858018252144,4
"308",308,"ADGR","Guido",2,"Fluctuation",0.828954869302284,-0.73588881992689,0.0930660493753941,4
"309",309,"ADGRT","Guido",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"310",310,"DGRT","Guido",2,"Fluctuation",-0.830539827264322,0.601718974560621,-0.228820852703701,4
"311",311,"AGRT","Guido",3,"Increase",-1.99121227499651,1.23703550051137,-0.754176774485136,4
"312",312,"DGRT","Guido",3,"Increase",-2.35040766025994,1.2977742291817,-1.05263343107823,4
"313",313,"ADGRT","Guido",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"314",314,"ADGT","Guido",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"315",315,"ADGR","Guido",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"316",316,"AGRT","Rhizo",3,"Increase",-1.99121227499651,1.23703550051137,-0.754176774485136,4
"317",317,"ADGR","Rhizo",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"318",318,"DGRT","Rhizo",3,"Increase",-2.35040766025994,1.2977742291817,-1.05263343107823,4
"319",319,"ADRT","Rhizo",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"320",320,"ADGRT","Rhizo",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"321",321,"ADRT","Rhizo",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"322",322,"ADGRT","Rhizo",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"323",323,"ADGR","Rhizo",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"324",324,"AGRT","Rhizo",2,"Increase",0.138598222487068,0.322634695499122,0.46123291798619,4
"325",325,"DGRT","Rhizo",2,"Increase",1.69399544406353,0.242393923047244,1.93638936711077,4
"326",326,"ADGRT","Rhizo",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"327",327,"DGRT","Rhizo",3,"IncreaseFluctuation",-0.255327304606366,-2.38073971991866,-2.63606702452502,4
"328",328,"AGRT","Rhizo",3,"IncreaseFluctuation",0.791129367210311,-2.29710435404623,-1.50597498683592,4
"329",329,"ADRT","Rhizo",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"330",330,"ADGR","Rhizo",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"331",331,"DGRT","Rhizo",3,"Fluctuation",0.0204154950107767,-0.200102559258912,-0.179687064248135,4
"332",332,"ADRT","Rhizo",3,"Fluctuation",-2.06541360741466,-0.329020756925697,-2.39443436434036,4
"333",333,"AGRT","Rhizo",3,"Fluctuation",1.06146419571258,-0.26349402575999,0.797970169952592,4
"334",334,"ADGRT","Rhizo",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"335",335,"ADGR","Rhizo",3,"Fluctuation",0.615496085139788,-0.766464496672944,-0.150968411533156,4
"336",336,"ADGR","Rhizo",2,"Fluctuation",0.828954869302284,-0.73588881992689,0.0930660493753941,4
"337",337,"ADGRT","Rhizo",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"338",338,"DGRT","Rhizo",2,"Fluctuation",-0.830539827264322,0.601718974560621,-0.228820852703701,4
"339",339,"AGRT","Rhizo",2,"Fluctuation",0.340666803384498,0.646191214867647,0.986858018252144,4
"340",340,"ADRT","Rhizo",2,"Fluctuation",0.111207318524214,0.943825314852674,1.05503263337689,4
"341",341,"ADRT","Rhizo",2,"IncreaseFluctuation",-1.39937960130793,-0.0436218432387515,-1.44300144454668,4
"342",342,"AGRT","Rhizo",2,"IncreaseFluctuation",-0.350029738878137,-0.0494540591266208,-0.399483798004758,4
"343",343,"ADGRT","Rhizo",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"344",344,"DGRT","Rhizo",2,"IncreaseFluctuation",-0.000873869657815496,-0.140697191545257,-0.141571061203072,4
"345",345,"ADGR","Rhizo",2,"IncreaseFluctuation",-0.0519221373534823,0.47593214338409,0.424010006030607,4
"346",346,"ADGR","Rhizo",1,"Increase",-0.0891896232777254,-0.254579842792047,-0.343769466069773,4
"347",347,"AGRT","Rhizo",1,"Increase",0.0314405237826356,-0.311029891636279,-0.279589367853643,4
"348",348,"DGRT","Rhizo",1,"Increase",1.1718518252996,-0.266451871164038,0.905399954135566,4
"349",349,"ADRT","Rhizo",1,"Increase",-2.0179769661327,-0.25764424388772,-2.27562121002042,4
"350",350,"ADGRT","Rhizo",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"351",351,"AGRT","Rhizo",1,"IncreaseFluctuation",-0.443278154177581,0.174325872640399,-0.268952281537182,4
"352",352,"ADRT","Rhizo",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"353",353,"ADGRT","Rhizo",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"354",354,"DGRT","Rhizo",1,"IncreaseFluctuation",-1.03446898419712,0.260857626363826,-0.773611357833296,4
"355",355,"ADGR","Rhizo",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"356",356,"ADRT","Rhizo",1,"Fluctuation",-2.79417027085692,0.350121580416062,-2.44404869044086,4
"357",357,"ADGR","Rhizo",1,"Fluctuation",-1.06809098604864,0.400013824696547,-0.668077161352096,4
"358",358,"ADGRT","Rhizo",1,"Fluctuation",-0.318621844024881,0.0130082370581062,-0.305613606966775,5
"359",359,"DGRT","Rhizo",1,"Fluctuation",-0.277474847358284,0.415888324917361,0.138413477559078,4
"360",360,"AGRT","Rhizo",1,"Fluctuation",-0.138749857273719,0.383078827759746,0.244328970486027,4
"361",361,"AGRT","ThalaCux",3,"Increase",-1.99121227499651,1.23703550051137,-0.754176774485136,4
"362",362,"ADGT","ThalaCux",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"363",363,"DGRT","ThalaCux",3,"Increase",-2.35040766025994,1.2977742291817,-1.05263343107823,4
"364",364,"ADRT","ThalaCux",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"365",365,"ADGRT","ThalaCux",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"366",366,"ADGT","ThalaCux",3,"Fluctuation",0.171972763364883,-1.59961748621002,-1.42764472284514,4
"367",367,"DGRT","ThalaCux",3,"Fluctuation",0.0204154950107767,-0.200102559258912,-0.179687064248135,4
"368",368,"ADRT","ThalaCux",3,"Fluctuation",-2.06541360741466,-0.329020756925697,-2.39443436434036,4
"369",369,"ADGRT","ThalaCux",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"370",370,"AGRT","ThalaCux",3,"Fluctuation",1.06146419571258,-0.26349402575999,0.797970169952592,4
"371",371,"DGRT","ThalaCux",2,"Fluctuation",-0.830539827264322,0.601718974560621,-0.228820852703701,4
"372",372,"AGRT","ThalaCux",2,"Fluctuation",0.340666803384498,0.646191214867647,0.986858018252144,4
"373",373,"ADRT","ThalaCux",2,"Fluctuation",0.111207318524214,0.943825314852674,1.05503263337689,4
"374",374,"ADGT","ThalaCux",2,"Fluctuation",2.99914125889857,-2.44235395112558,0.556787307772989,4
"375",375,"ADGRT","ThalaCux",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"376",376,"ADGRT","ThalaCux",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"377",377,"DGRT","ThalaCux",1,"Increase",1.1718518252996,-0.266451871164038,0.905399954135566,4
"378",378,"AGRT","ThalaCux",1,"Increase",0.0314405237826356,-0.311029891636279,-0.279589367853643,4
"379",379,"ADRT","ThalaCux",1,"Increase",-2.0179769661327,-0.25764424388772,-2.27562121002042,4
"380",380,"ADGT","ThalaCux",1,"Increase",0.36594433241183,-1.59853366642304,-1.23258933401121,4
"381",381,"DGRT","ThalaCux",2,"Increase",1.69399544406353,0.242393923047244,1.93638936711077,4
"382",382,"AGRT","ThalaCux",2,"Increase",0.138598222487068,0.322634695499122,0.46123291798619,4
"383",383,"ADRT","ThalaCux",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"384",384,"ADGT","ThalaCux",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"385",385,"ADGRT","ThalaCux",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"386",386,"ADRT","ThalaCux",2,"IncreaseFluctuation",-1.39937960130793,-0.0436218432387515,-1.44300144454668,4
"387",387,"ADGRT","ThalaCux",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"388",388,"DGRT","ThalaCux",2,"IncreaseFluctuation",-0.000873869657815496,-0.140697191545257,-0.141571061203072,4
"389",389,"AGRT","ThalaCux",2,"IncreaseFluctuation",-0.350029738878137,-0.0494540591266208,-0.399483798004758,4
"390",390,"ADGT","ThalaCux",2,"IncreaseFluctuation",3.271141798603,-2.33781174643359,0.933330052169404,4
"391",391,"AGRT","ThalaCux",1,"IncreaseFluctuation",-0.443278154177581,0.174325872640399,-0.268952281537182,4
"392",392,"ADRT","ThalaCux",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"393",393,"DGRT","ThalaCux",1,"IncreaseFluctuation",-1.03446898419712,0.260857626363826,-0.773611357833296,4
"394",394,"ADGT","ThalaCux",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"395",395,"ADGRT","ThalaCux",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"396",396,"DGRT","ThalaCux",3,"IncreaseFluctuation",-0.255327304606366,-2.38073971991866,-2.63606702452502,4
"397",397,"AGRT","ThalaCux",3,"IncreaseFluctuation",0.791129367210311,-2.29710435404623,-1.50597498683592,4
"398",398,"ADRT","ThalaCux",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"399",399,"ADGT","ThalaCux",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"400",400,"ADGRT","ThalaCux",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"401",401,"DGRT","ThalaCux",1,"Fluctuation",-0.277474847358284,0.415888324917361,0.138413477559078,4
"402",402,"AGRT","ThalaCux",1,"Fluctuation",-0.138749857273719,0.383078827759746,0.244328970486027,4
"403",403,"ADRT","ThalaCux",1,"Fluctuation",-2.79417027085692,0.350121580416062,-2.44404869044086,4
"404",404,"ADGT","ThalaCux",1,"Fluctuation",1.88830712160347,-1.6294483340773,0.258858787526169,4
"405",405,"ADGRT","ThalaCux",1,"Fluctuation",-0.318621844024881,0.0130082370581062,-0.305613606966775,5
